Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject
OY974512,Severe acute respiratory syndrome coronavirus 2,ERR6019238,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-06,SAMEA9133100,PRJEB37886
OY974513,Severe acute respiratory syndrome coronavirus 2,ERR5471486,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,2021-02-15,SAMEA8252093,PRJEB37886
OY974525,Severe acute respiratory syndrome coronavirus 2,ERR5403880,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-31,SAMEA8184929,PRJEB37886
OY974553,Severe acute respiratory syndrome coronavirus 2,ERR6019389,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-06,SAMEA9133250,PRJEB37886
OY974578,Severe acute respiratory syndrome coronavirus 2,ERR5972331,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-04-30,SAMEA9007088,PRJEB37886
OY974582,Severe acute respiratory syndrome coronavirus 2,ERR5302435,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-24,SAMEA8071293,PRJEB37886
OY974588,Severe acute respiratory syndrome coronavirus 2,ERR5938039,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29882,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-08,SAMEA8772182,PRJEB37886
OY974594,Severe acute respiratory syndrome coronavirus 2,ERR5473244,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-18,SAMEA8253832,PRJEB37886
OY974602,Severe acute respiratory syndrome coronavirus 2,ERR5479992,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-15,SAMEA8260446,PRJEB37886
OY974604,Severe acute respiratory syndrome coronavirus 2,ERR5515376,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-28,SAMEA8377896,PRJEB37886
OY974608,Severe acute respiratory syndrome coronavirus 2,,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-03-11,SAMEA13994755,PRJEB37886
OY974619,Severe acute respiratory syndrome coronavirus 2,ERR5291398,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-03,SAMEA8055995,PRJEB37886
OY974620,Severe acute respiratory syndrome coronavirus 2,ERR5479167,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-15,SAMEA8259637,PRJEB37886
OY974629,Severe acute respiratory syndrome coronavirus 2,ERR5399746,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-10,SAMEA8180908,PRJEB37886
OY974633,Severe acute respiratory syndrome coronavirus 2,ERR5407651,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-08,SAMEA8188704,PRJEB37886
OY974635,Severe acute respiratory syndrome coronavirus 2,ERR5092236,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29875,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020-12-31,SAMEA7813964,PRJEB37886
OY974647,Severe acute respiratory syndrome coronavirus 2,ERR5092287,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020,SAMEA7814013,PRJEB37886
OY974650,Severe acute respiratory syndrome coronavirus 2,ERR5472202,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-29,SAMEA8252811,PRJEB37886
