Accession,Organism_Name,Submitters,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Molecule_type,Length,Genotype,Protein,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
UBG29538,Severe acute respiratory syndrome coronavirus 2,"Marques,A.D., John,E.K., Kyle,R., Shantan,R., Aoife,R.M., Young,H., Scott,S.-M., Samantha,W.A., Jevon,G.-W., Layla,K.A., Ayannah,F.S., Arupa,G., Mike,F., Brendan,K., Ronald,C.G., Frederic,B.",2021-09-22,B.1.526,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,VSP0912,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: Pennsylvania,USA,PA,Homo sapiens,,2021-03-05
UZU81202,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-11-23,BA.5.2.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,GA-CDC-QDX43426779,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA: Georgia,USA,GA,Homo sapiens,oronasopharynx,2022-11-08
UMQ61166,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-03-06,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MA-CDC-QDX34074391,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA: Massachusetts,USA,MA,Homo sapiens,oronasopharynx,2022-02-15
QTZ02721,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-04-20,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MA-CDC-ASC210019728,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA: Massachusetts,USA,MA,Homo sapiens,,2021-03-25
UVC95134,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-08-19,BA.5.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,TX-CDC-STM-5FKG8ZSM3,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-08-01
UKR37501,Severe acute respiratory syndrome coronavirus 2,"Lang,A.S., Fink,T., Gallagher,G.R., Smole,S.C.",2022-02-09,BA.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,MA-MASPHL-09502,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),1270,,surface glycoprotein,USA,USA,,Homo sapiens,oronasopharynx,2021-12-22
URA36673,Severe acute respiratory syndrome coronavirus 2,"Sheth,M., Nobles,S., Madden,J., Padilla,J., Burgin,A., Bentz,M., Burroughs,M., Cook,P., Paden,C.R., Batra,D., Knipe,K., Howard,D., Unoarumhi,Y., Schmerer,M., Rambo-Martin,B.L., Lacek,K., Shepard,S., Wentworth,D., Dugan,V., Lee,J.",2022-05-24,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,VI-CDC-2-5947170,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA: VI,USA,VI,Homo sapiens,,2022-04-25
WRV16929,Severe acute respiratory syndrome coronavirus 2,"Andersen,K.",2024-01-17,AY.44,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,SEARCH-50574,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),419,,nucleocapsid phosphoprotein,USA,USA,,Homo sapiens,,2021-08-15
UHC44932,Severe acute respiratory syndrome coronavirus 2,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",2021-12-18,AY.119.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,VT-CDCBI-CRSP_H5UEPNIALFGMZ3MO,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA: Vermont,USA,VT,Homo sapiens,,2021-12-06
UHG56708,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Bixby,C., Wang,Y., Schultz,J., Goswami,C., Hager,R., Grimwood,R., Paden,C.R., MacCannell,D.",2021-12-22,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MN-CDC-IBX158154552610,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2021-12-03
QOE32824,Severe acute respiratory syndrome coronavirus 2,"Babiker,A., Piantadosi,A.",2020-09-29,A,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,GA-EHC-033G,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),38,,ORF10 protein,USA: Georgia,USA,GA,Homo sapiens,oronasopharynx,2020-03-16
UKE97300,Severe acute respiratory syndrome coronavirus 2,"Smith,E.",2022-02-03,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDPH-2000057875,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),38,,ORF10 protein,USA,USA,,Homo sapiens,,2021-12-27
USN32492,Severe acute respiratory syndrome coronavirus 2,"Wang,D., Handley,S.A., Blatter,J., Jung,A., Febles,B.G., Mihindukulasuriya,K.A., Parikh,B.",2022-06-23,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,WUSTL_001199_A1139,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA,USA,,Homo sapiens,oronasopharynx,2022-01
WVE64210,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Unoarumhi,Y., Lacek,K.A., Morrison,S., Gulvik,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Mandal,P., Bajwa,M., Thornburg,N., Chau,R., Momin,N., Paden,C.R., MacCannell,D.",2024-01-29,JN.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,FL-CDC-QDX91310665,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2024-01-11
UZS16285,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-11-21,BA.5.2.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,PA-CDC-QDX43329967,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7092,,ORF1ab polyprotein,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,2022-11-04
USE07338,Severe acute respiratory syndrome coronavirus 2,"Moline,D.R.",2022-06-14,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,CA-OC-2805,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),4402,,ORF1a polyprotein,USA,USA,,Homo sapiens,,2022-05-24
UZG33351,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-11-08,EE.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NC-CDC-LC0922661,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA: North Carolina,USA,NC,Homo sapiens,oronasopharynx,2022-10-24
URF64016,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-05-26,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-LC0640326,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-05-10
WCB71389,Severe acute respiratory syndrome coronavirus 2,"Sadri,N., Alouani,D., Song,X., Jani,M.",2023-01-25,BA.5.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,OH-UHTL-3079,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,2022-12-31
UQV33049,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-05-19,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,DE-CDC-QDX36604880,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA: Delaware,USA,DE,Homo sapiens,oronasopharynx,2022-05-01
UQJ67295,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-05-11,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NY-CDC-QDX36316119,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),38,,ORF10 protein,USA: New York,USA,NY,Homo sapiens,oronasopharynx,2022-04-25
WXH71188,Severe acute respiratory syndrome coronavirus 2,"Heibeck,N.",2024-03-21,B.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-LACPHL-AY05703,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),1273,,surface glycoprotein,USA,USA,,Homo sapiens,,2020-04-10
UBT24548,Severe acute respiratory syndrome coronavirus 2,"Hudson,E., Lauer,W., Seetin,M., Korte,E., Shepherd,A., Chariker,J.H., Rouchka,E.C., Smith,M.L.",2022-10-01,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,KY-BW-833769_R,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7093,,ORF1ab polyprotein,USA,USA,,Homo sapiens,oronasopharynx,2021-05-19
WCP33059,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2023-02-08,BQ.1.1.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-LC0998733,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2023-01-23
UNS34501,Severe acute respiratory syndrome coronavirus 2,"Moline,D.R.",2022-03-25,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-OC-FG-232302,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,"USA: Orange County, CA",USA,CA,Homo sapiens,"saliva, oronasopharynx",2021-12-27
UWW81291,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-09-16,BA.5.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,FL-CDC-STM-5FYP7UV8S,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF8 protein,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2022-09-04
UXG75387,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-09-23,BA.5.2.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,IL-CDC-QDX41328952,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),4402,,ORF1a polyprotein,USA: Illinois,USA,IL,Homo sapiens,oronasopharynx,2022-09-12
ULM00651,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2022-02-22,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NJ-CDC-ASC210650926,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA: New Jersey,USA,NJ,Homo sapiens,,2022-02-05
UKA16537,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-02-01,BA.1.17.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NJ-CDC-QDX32887039,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7092,,ORF1ab polyprotein,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-01-09
QTJ90241,Severe acute respiratory syndrome coronavirus 2,"Fink,L.",2021-04-02,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,VA-DCLS-4078,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA: Virginia,USA,VA,Homo sapiens,,2021-03
UOS45326,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-04-12,BA.2.9,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MA-CDC-STM-HAGZ4M7KB,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7093,,ORF1ab polyprotein,USA: Massachusetts,USA,MA,Homo sapiens,oronasopharynx,2022-03-28
UIA11541,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2022-01-04,AY.122,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,AZ-CDC-ASC210629001,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA: Arizona,USA,AZ,Homo sapiens,,2021-12-15
QTQ43100,Severe acute respiratory syndrome coronavirus 2,"Lang,A.S., Fink,T., Gallagher,G.R., Smole,S.C.",2021-04-09,B.1.375,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,MA-MASPHL-01988,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA,USA,,Homo sapiens,,2020-12-04
WZA57854,Severe acute respiratory syndrome coronavirus 2,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.",2024-04-09,B.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210401_00J21,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),419,,nucleocapsid phosphoprotein,USA,USA,,Homo sapiens,,2021-03-29
UKZ13988,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-02-14,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,AL-CDC-STM-VGD6N3CGT,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF8 protein,USA: Alabama,USA,AL,Homo sapiens,oronasopharynx,2022-01-25
URA66486,Severe acute respiratory syndrome coronavirus 2,"Guarischi,R., Pierre,P., Bonaldi,A., Oliveira,C., Histrov,A., Yamamoto,L., Salazar,R., Lopes,A., Levi,J.",2022-05-24,P.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,SP-NXBS1755GENOV827675971608,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,Brazil,Brazil,,Homo sapiens,,2021-06-07
WBV91687,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2023-01-19,BQ.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,TX-CDC-QDX43330433,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7093,,ORF1ab polyprotein,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-11-05
UZC13630,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-11-03,BA.5.1.18,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,PA-CDC-QDX42511733,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,2022-10-15
UQD66404,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-05-09,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,AZ-CDC-QDX36065483,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7093,,ORF1ab polyprotein,USA: Arizona,USA,AZ,Homo sapiens,oronasopharynx,2022-04-18
UXE18670,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-09-21,BF.10,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MI-CDC-QDX41125802,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,2022-09-06
QVJ52331,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-05-17,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MI-CDC-ASC210068942,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: Michigan,USA,MI,Homo sapiens,,2021-04-13
