Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
MZ179487,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Jain,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,5/12/2021,B.1.526,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,NJ-CDC-LC0053408,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29704,GenBank,complete,,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,4/26/2021
OX849535,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/19/2023,BA.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29866,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/20/2022
OX663671,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/16/2023,BA.5.1.3,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29844,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,7/1/2022
OL733351,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,12/6/2021,AY.3,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,IN-CDC-ASC210458052,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29811,GenBank,complete,,USA: Indiana,USA,IN,Homo sapiens,,11/12/2021
OP448196,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,9/16/2022,BA.5.1.21,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,IL-CDC-QDX41030496,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29718,GenBank,complete,,USA: Illinois,USA,IL,Homo sapiens,oronasopharynx,9/3/2022
ON186013,Severe acute respiratory syndrome coronavirus 2,"Reeb,V., Twait,E., Yakos,A., Knutson,M., Eveland,K., Zanon,K., Benfer,J., Hottel,W., Kampoowale,A., Sompallae,K., El Allam,M.","State Hygienic Laboratory at the University of Iowa, Molecular",USA,4/8/2022,AY.44,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,1769328,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29784,GenBank,complete,,USA: IA,USA,IA,Homo sapiens,,7/23/2021
OX994020,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/22/2023,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,3/13/2022
OX768906,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/18/2023,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29767,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/17/2022
OD965447,Severe acute respiratory syndrome coronavirus 2,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,5/2/2021,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29884,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/28/2021
OU800777,Severe acute respiratory syndrome coronavirus 2,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,10/13/2021,unclassifiable,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/10/2021
OY946956,Severe acute respiratory syndrome coronavirus 2,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,12/9/2023,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,6/21/2021
OX874602,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/19/2023,unclassifiable,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,11/7/2021
OP969621,Severe acute respiratory syndrome coronavirus 2,"Ellison,R.T., Simon,K.J., Ward,D.V.","UMass Med Sch, Center for Microbiome Research",USA,12/8/2022,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,202152849,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29777,GenBank,complete,,USA: MA,USA,MA,Homo sapiens,oronasopharynx,5/5/2022
OP111426,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,8/1/2022,BA.5.2.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-QDX38922009,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29718,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,7/9/2022
PP221129,Severe acute respiratory syndrome coronavirus 2,"Andersen,K.","The Scripps Research Institute, Immunology and Microbiology",USA,1/29/2024,BA.1.20,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,SEARCH-61571,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,GenBank,complete,,USA,USA,,Homo sapiens,,12/20/2021
OP883487,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,11/23/2022,BA.5.2.6,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-LC0933911,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29661,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,11/11/2022
OM900256,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,3/3/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MA-CDC-STM-2EHZG8UG5,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,GenBank,complete,,USA: Massachusetts,USA,MA,Homo sapiens,oronasopharynx,2/15/2022
OM507069,Severe acute respiratory syndrome coronavirus 2,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,2/3/2022,AY.25.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-500039535,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,GenBank,complete,,USA,USA,,Homo sapiens,,12/13/2021
OQ140725,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,12/29/2022,BA.4.6,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,OH-CDC-QDX44429654,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29703,GenBank,complete,,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,12/7/2022
OB985693,Severe acute respiratory syndrome coronavirus 2,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,4/20/2021,B.1.177,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,10/17/2020
OM521919,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2/4/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,AK-CDC-LC0504783,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29717,GenBank,complete,,USA: Alaska,USA,AK,Homo sapiens,oronasopharynx,1/22/2022
OX938563,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/21/2023,AY.103,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29801,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,10/11/2021
ON741931,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,6/13/2022,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-STM-VH4V8RQDU,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29850,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,5/31/2022
OY337491,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,7/18/2023,BA.5.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29844,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2/20/2022
OU859997,Severe acute respiratory syndrome coronavirus 2,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,10/21/2021,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,9/24/2021
OX608042,Severe acute respiratory syndrome coronavirus 2,,"Lab Block Level 5 , Addenbrookes Hospital, Hills Road, Cambridge, UK Cb2 0Qq",,5/14/2023,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29884,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/26/2021
MZ245094,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,5/20/2021,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,NJ-CDC-ASC210062419,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29875,GenBank,complete,,USA: New Jersey,USA,NJ,Homo sapiens,,5/11/2021
MZ638983,Severe acute respiratory syndrome coronavirus 2,"West,A.P., Wertheim,J.O., Wang,J.C., Vasylyeva,T.I., Havens,J.L., Chowdhury,M.A., Gonzalez,E., Fang,C.E., Di Lonardo,S.S., Hughes,S., Rakeman,J.L., Lee,H.H., Barnes,C.O., Gnanapragasam,P.N., Yang,Z., Gaebler,C., Caskey,M., Nussenzweig,M.C., Keeffe,J.R., Bjorkman,P.J., Hammerling,M., Hopkins,M., del Castillo,C., Kang,S.C., Ward,W., Bugga,P., Hao,H., Laurent,J.","NYC DOHMH, Public Health Laboratory",USA,7/27/2021,B.1.526,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-2021_0319_00G20,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29735,GenBank,complete,,USA,USA,,Homo sapiens,oronasopharynx,3/17/2021
OM459031,Severe acute respiratory syndrome coronavirus 2,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,1/31/2022,BA.1.1.18,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,UT-UPHL-220121128222,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29790,GenBank,complete,,USA,USA,,Homo sapiens,,1/12/2022
MT967929,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Montmayeur,A., Zhang,J., Queen,K., Tao,Y., Uehara,A., Marine,R., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,9/4/2020,B.40,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,MN-CDC-3709566-001,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,GenBank,complete,,USA,USA,,Homo sapiens,oronasopharynx,5/15/2020
ON701118,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,6/7/2022,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,NJ-CDC-LC0651746,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29693,GenBank,complete,,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,5/20/2022
OX929620,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/21/2023,ER.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29847,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,12/28/2022
OK251413,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,9/23/2021,Q.3,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,NV-CDC-QDX25930828,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29763,GenBank,complete,,USA: Nevada,USA,NV,Homo sapiens,oronasopharynx,6/15/2021
ON340226,Severe acute respiratory syndrome coronavirus 2,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,4/26/2022,B.1.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-2000009886,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29850,GenBank,complete,,USA,USA,,Homo sapiens,,12/12/2020
ON384090,Severe acute respiratory syndrome coronavirus 2,"Sheth,M., Nobles,S., Madden,J., Padilla,J., Burgin,A., Bentz,M., Burroughs,M., Cook,P., Paden,C.R., Batra,D., Knipe,K., Howard,D., Unoarumhi,Y., Schmerer,M., Rambo-Martin,B.L., Lacek,K., Shepard,S., Wentworth,D., Dugan,V., Lee,J.","Centers for Disease Control and Prevention, Biotechnology Core Facility Branch",USA,4/30/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,GU-CDC-2-5877354,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29790,GenBank,complete,,USA: GU,USA,GU,Homo sapiens,,3/8/2022
OP260901,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,8/19/2022,BF.8,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MN-CDC-STM-VYFVSPYTD,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29845,GenBank,complete,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,8/4/2022
ON768888,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,6/15/2022,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,OR-CDC-LC0688227,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29664,GenBank,complete,,USA: Oregon,USA,OR,Homo sapiens,oronasopharynx,5/24/2022
OP140216,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,8/3/2022,BA.5.2.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,IL-CDC-QDX38923438,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29718,GenBank,complete,,USA: Illinois,USA,IL,Homo sapiens,oronasopharynx,7/11/2022
